"Order","Price","LotFrontage","LotArea","LotConfig","HouseStyle","Quality","Condition","YearBuilt","YearRemodel","ExteriorQ","ExteriorC","Foundation","BasementHt","BasementC","BasementFin","BasementFinSF","BasementUnFinSF","BasementSF","Heating","HeatingQC","CentralAir","FirstSF","SecondSF","GroundSF","BasementFBath","BasementHBath","FullBath","HalfBath","Bedroom","KitchenQ","TotalRooms","Fireplaces","GarageType","GarageCars","GarageSF","GarageQ","GarageC","WoodDeckSF","OpenPorchSF","EnclosedPorchSF","ScreenPorchSF"
631,150,73,8760,"Inside","1Story",5,7,1956,1956,"Gd","TA","CBlock","TA","TA","ALQ",856,313,1169,"GasA","TA","Y",1144,0,1144,1,0,1,0,3,"TA",6,0,"Attchd",1,286,"TA","TA",257,0,0,0
810,147.983,64,7018,"Inside","2Story",5,5,1979,1979,"TA","TA","Slab","None","None","None",0,0,0,"GasA","TA","Y",1114,1114,2228,0,0,2,0,6,"TA",8,0,"Detchd",2,720,"TA","TA",73,0,0,0
1185,205,0,7500,"Inside","2Story",7,5,2002,2002,"Gd","TA","PConc","Gd","TA","Unf",0,952,952,"GasA","Ex","Y",952,860,1812,0,0,2,1,3,"TA",7,1,"Attchd",2,469,"TA","TA",144,112,0,0
7,213.5,41,4920,"Inside","1Story",8,5,2001,2001,"Gd","TA","PConc","Gd","TA","GLQ",616,722,1338,"GasA","Ex","Y",1338,0,1338,1,0,2,0,2,"Gd",6,0,"Attchd",2,582,"TA","TA",0,0,170,0
498,340,0,16545,"Inside","2Story",8,5,1998,1998,"Gd","TA","PConc","Gd","TA","GLQ",781,503,1284,"GasA","Ex","Y",1310,1140,2450,1,0,2,1,3,"Gd",7,1,"Attchd",3,1069,"TA","TA",0,126,0,0
177,119,60,7200,"Corner","1Story",5,7,1940,1992,"TA","Gd","CBlock","TA","TA","BLQ",510,278,788,"GasA","TA","Y",804,0,804,1,0,1,0,2,"Gd",4,2,"Attchd",1,240,"TA","TA",0,0,154,0
1816,128,50,8012,"Inside","2Story",6,5,1980,1980,"TA","TA","CBlock","TA","TA","Unf",0,630,630,"GasA","Ex","Y",630,636,1266,0,0,1,1,2,"TA",5,2,"Attchd",1,283,"TA","TA",340,0,0,0
1928,163.5,0,12155,"Inside","1Story",6,3,1970,1970,"TA","TA","CBlock","Gd","TA","LwQ",1237,420,1657,"GasA","Gd","Y",1657,0,1657,0,1,2,0,3,"TA",7,1,"Attchd",2,484,"TA","TA",0,0,0,147
1222,118,50,7420,"Corner","1.5Unf",5,6,1939,1950,"TA","TA","BrkTil","TA","TA","GLQ",851,140,991,"GasA","Ex","Y",1077,0,1077,1,0,1,0,2,"TA",5,2,"Attchd",1,205,"Gd","TA",0,4,0,0
1992,125,60,9600,"Inside","1.5Fin",5,8,1925,1994,"TA","TA","PConc","TA","TA","Unf",0,702,702,"GasA","Gd","Y",842,630,1472,0,0,1,0,3,"Gd",6,0,"Detchd",1,250,"TA","Fa",0,0,84,0
1475,186.5,75,9750,"Inside","1Story",7,5,2004,2004,"Gd","TA","PConc","Gd","TA","GLQ",24,1421,1445,"GasA","Ex","Y",1445,0,1445,0,0,2,0,3,"Gd",6,0,"Attchd",2,470,"TA","TA",0,35,0,0
1850,239,66,7399,"Inside","2Story",7,5,1997,1998,"Gd","TA","PConc","Gd","TA","BLQ",649,326,975,"GasA","Ex","Y",975,975,1950,0,0,2,1,3,"Gd",7,1,"Detchd",2,576,"TA","TA",0,10,0,198
1007,194.5,0,10832,"Corner","2Story",7,5,1994,1996,"Gd","TA","PConc","Gd","TA","Unf",0,712,712,"GasA","Ex","Y",1086,809,1895,0,0,2,1,3,"Gd",7,1,"Attchd",2,409,"TA","TA",143,46,0,0
1324,110,65,9750,"Inside","1Story",5,6,1959,1959,"TA","TA","CBlock","TA","TA","Rec",200,784,984,"GasA","Gd","Y",984,0,984,1,0,1,0,2,"Fa",5,0,"Detchd",1,308,"TA","TA",0,0,0,0
1714,232.698,71,9254,"Inside","1Story",8,5,2005,2005,"Gd","TA","PConc","Gd","TA","GLQ",119,1602,1721,"GasA","Ex","Y",1721,0,1721,1,0,2,0,3,"Gd",7,0,"Attchd",2,554,"TA","TA",168,27,0,0
2459,232,73,8688,"Inside","1Story",7,5,2005,2005,"Gd","TA","PConc","Gd","TA","Unf",0,1616,1616,"GasA","Ex","Y",1616,0,1616,0,0,2,0,3,"Gd",7,0,"Attchd",3,834,"TA","TA",208,59,0,0
2009,210,70,8737,"Inside","1.5Fin",6,7,1923,1950,"TA","TA","BrkTil","Gd","TA","Rec",300,765,1065,"GasA","Ex","Y",915,720,1635,0,0,1,1,3,"TA",6,1,"Detchd",2,440,"TA","TA",0,38,0,0
927,144.8,70,9100,"Inside","1Story",5,6,1954,1954,"TA","Gd","BrkTil","TA","TA","Rec",154,264,1112,"GasA","Ex","Y",1112,0,1112,1,0,1,0,2,"TA",6,1,"Attchd",1,390,"TA","TA",0,0,0,0
2486,129.5,70,9100,"Inside","1Story",5,4,1962,1962,"TA","TA","CBlock","TA","TA","LwQ",36,952,988,"GasA","Ex","Y",988,0,988,1,0,1,0,3,"TA",6,0,"Detchd",2,624,"TA","TA",0,0,0,0
2718,156.5,0,9662,"Inside","1Story",5,4,1977,1977,"TA","TA","CBlock","Gd","TA","Unf",0,1967,1967,"GasA","TA","Y",1967,0,1967,0,0,2,0,6,"TA",10,0,"Attchd",2,580,"TA","TA",170,0,0,0
2308,169,0,11765,"Corner","1Story",5,5,1957,1957,"TA","TA","CBlock","TA","TA","Rec",1127,490,1617,"GasA","Fa","Y",1797,0,1797,0,0,1,1,3,"TA",7,1,"Attchd",3,963,"TA","TA",0,0,0,0
108,206,40,3880,"Inside","1Story",8,6,1978,1978,"Gd","TA","CBlock","Gd","TA","GLQ",1052,174,1226,"GasA","TA","Y",1226,0,1226,1,0,1,0,1,"Gd",4,1,"Attchd",2,484,"TA","TA",223,78,0,0
1725,318.061,68,7820,"Inside","1Story",9,5,2007,2007,"Ex","TA","PConc","Ex","TA","Unf",0,1869,1869,"GasA","Ex","Y",1869,0,1869,0,0,2,0,2,"Ex",6,1,"Attchd",2,617,"TA","TA",210,54,0,0
613,174.5,85,11475,"Corner","SLvl",6,6,1961,1961,"TA","TA","CBlock","TA","TA","ALQ",568,640,1208,"GasA","Ex","Y",1576,0,1576,1,0,1,0,4,"Gd",7,1,"BuiltIn",2,368,"TA","TA",85,0,0,0
1228,112.9,63,7584,"Inside","1Story",5,5,1953,1953,"TA","TA","CBlock","TA","TA","LwQ",531,505,1036,"GasA","Ex","Y",1036,0,1036,0,0,1,0,3,"TA",5,0,"Attchd",1,312,"TA","TA",120,24,0,0
2448,280,78,12011,"CulDSac","2Story",8,5,1998,1998,"Gd","TA","PConc","Gd","TA","GLQ",956,130,1086,"GasA","Ex","Y",1086,838,1924,1,0,2,1,3,"Gd",7,1,"Attchd",2,592,"TA","TA",208,75,0,374
18,394.432,88,11394,"Corner","1Story",9,2,2010,2010,"Gd","TA","PConc","Ex","TA","GLQ",1445,411,1856,"GasA","Ex","Y",1856,0,1856,1,0,1,1,1,"Ex",8,1,"Attchd",3,834,"TA","TA",113,0,0,0
437,409.9,59,23303,"CulDSac","2Story",8,5,2007,2007,"Gd","TA","PConc","Ex","TA","GLQ",1230,278,1508,"GasA","Ex","Y",1508,1012,2520,1,0,2,1,5,"Ex",10,1,"BuiltIn",3,640,"TA","TA",192,273,0,0
939,222,0,21695,"Corner","1Story",6,9,1988,2007,"Gd","Gd","CBlock","Gd","TA","GLQ",808,72,880,"GasA","Ex","Y",1680,0,1680,1,0,2,0,3,"Gd",5,1,"Attchd",2,540,"TA","TA",292,44,0,0
1212,145,75,8250,"Inside","1Story",6,7,1964,1964,"TA","TA","CBlock","Gd","TA","Rec",787,305,1092,"GasA","Ex","Y",1092,0,1092,1,0,1,0,3,"TA",6,0,"Attchd",2,504,"TA","Gd",0,0,0,0
1876,143,0,10355,"Corner","1Story",5,5,1967,1967,"TA","TA","CBlock","TA","TA","BLQ",695,519,1214,"GasA","TA","Y",1214,0,1214,0,0,2,0,3,"TA",5,1,"Attchd",1,318,"TA","TA",0,111,0,0
1737,181.134,73,8899,"Inside","1Story",7,5,2007,2007,"Gd","TA","PConc","Gd","TA","GLQ",24,1316,1340,"GasA","Ex","Y",1340,0,1340,0,0,2,0,3,"Gd",6,0,"Attchd",2,396,"TA","TA",100,30,0,0
2491,126,0,9308,"CulDSac","1Story",5,5,1965,1965,"TA","TA","CBlock","TA","TA","Rec",554,430,984,"GasA","TA","Y",984,0,984,0,0,1,0,3,"TA",5,0,"Attchd",1,310,"TA","TA",0,0,0,0
90,169,39,15410,"CulDSac","1Story",6,6,1974,2002,"TA","Gd","CBlock","TA","TA","BLQ",126,223,1208,"GasA","Ex","Y",1494,0,1494,1,0,2,0,3,"TA",7,2,"Attchd",2,461,"TA","TA",296,0,186,0
204,159.9,60,12900,"Inside","2Story",6,8,1912,2009,"Gd","Gd","PConc","TA","TA","Unf",0,780,780,"GasA","Ex","Y",780,780,1560,0,0,1,1,3,"Gd",7,0,"None",0,0,"None","None",344,0,0,168
1708,342,99,13069,"Inside","2Story",8,5,2004,2004,"Gd","TA","PConc","Gd","TA","Unf",0,1706,1706,"GasA","Ex","Y",1718,1238,2956,0,0,2,1,5,"Ex",11,1,"BuiltIn",3,916,"TA","TA",194,50,0,0
2314,187.5,0,13031,"Corner","2Story",6,5,1995,1996,"TA","TA","PConc","Gd","TA","ALQ",592,99,691,"GasA","Gd","Y",691,807,1498,0,0,2,1,3,"TA",6,1,"Attchd",2,409,"TA","TA",315,44,0,0
2825,229,90,11060,"Corner","2Story",7,5,2003,2005,"Gd","TA","PConc","Ex","TA","Unf",0,1150,1150,"GasA","Ex","Y",1164,1150,2314,0,0,2,1,3,"Gd",9,1,"BuiltIn",2,502,"TA","TA",0,274,0,0
2639,111.5,60,5520,"Corner","1.5Fin",4,6,1920,1980,"TA","TA","PConc","TA","Fa","LwQ",284,863,1147,"GasA","TA","N",1147,510,1657,0,0,1,0,4,"Fa",9,1,"Detchd",1,162,"Fa","Fa",0,0,0,0
504,263.55,0,11692,"Inside","2Story",8,5,1993,1994,"Gd","TA","PConc","Gd","TA","GLQ",624,549,1173,"GasA","Ex","Y",1215,1017,2232,1,0,2,1,3,"Gd",8,1,"Attchd",2,623,"TA","TA",173,165,0,0
1390,144.9,94,9239,"Inside","1Story",5,8,1963,2003,"TA","Gd","CBlock","TA","TA","GLQ",634,326,960,"GasA","Ex","Y",960,0,960,1,0,1,0,3,"Gd",6,0,"Attchd",1,300,"TA","TA",168,0,0,0
1442,231.5,80,12435,"Inside","2Story",7,5,2001,2001,"Gd","TA","PConc","Gd","TA","GLQ",361,602,963,"GasA","Ex","Y",963,829,1792,0,0,2,1,3,"Gd",7,1,"Attchd",2,564,"TA","TA",0,96,0,0
2035,141,50,9000,"Inside","1.5Fin",6,6,1937,1950,"TA","Gd","PConc","TA","TA","Unf",0,780,780,"GasA","TA","Y",780,595,1375,0,0,1,1,3,"Gd",6,1,"Detchd",1,544,"TA","TA",0,162,0,126
443,350,74,8834,"Inside","2Story",9,5,2004,2005,"Gd","TA","PConc","Ex","TA","GLQ",1170,292,1462,"GasA","Ex","Y",1462,762,2224,1,0,2,1,4,"Ex",10,1,"Attchd",3,738,"TA","TA",184,0,0,0
2755,221.5,86,11210,"Inside","1Story",7,5,2005,2006,"Gd","TA","PConc","Gd","TA","GLQ",20,1594,1614,"GasA","Ex","Y",1614,0,1614,0,0,2,0,3,"Gd",7,0,"Attchd",3,865,"TA","TA",144,59,0,0
1260,106.25,60,10800,"Inside","2Story",4,7,1900,2000,"TA","TA","BrkTil","None","None","None",0,0,0,"GasA","TA","N",694,600,1294,0,0,2,0,3,"TA",7,0,"None",0,0,"None","None",220,114,210,0
916,177,57,7558,"Inside","1.5Fin",6,6,1928,1950,"TA","TA","BrkTil","TA","TA","Unf",0,896,896,"GasA","Gd","Y",1172,741,1913,0,0,1,1,3,"TA",9,1,"Detchd",2,342,"Fa","Fa",0,0,0,0
243,114,0,11200,"CulDSac","1Story",5,3,1964,1964,"TA","Fa","CBlock","TA","TA","Unf",0,1250,1250,"GasA","Ex","Y",1298,0,1298,0,0,2,0,3,"TA",5,0,"Detchd",2,504,"TA","Fa",0,144,0,0
663,59,90,5400,"Inside","1Story",2,5,1940,1950,"Fa","TA","PConc","Fa","TA","Unf",0,416,416,"GasA","Gd","N",599,0,599,1,0,1,0,2,"Gd",4,0,"None",0,0,"None","None",0,81,0,0
1043,106,21,1869,"Inside","2Story",6,6,1970,1970,"TA","TA","CBlock","TA","TA","Rec",321,162,483,"GasA","TA","Y",483,504,987,0,0,1,1,2,"TA",5,0,"Detchd",1,280,"TA","TA",0,0,0,0
500,265,79,10208,"Inside","2Story",7,5,1996,1997,"Gd","TA","PConc","Gd","TA","Unf",0,1264,1264,"GasA","Ex","Y",1277,1067,2344,0,0,2,1,3,"Gd",7,1,"Attchd",3,889,"TA","TA",220,0,0,0
2146,228.5,0,9375,"Inside","2Story",8,5,2002,2002,"Gd","TA","PConc","Gd","TA","Unf",0,1284,1284,"GasA","Ex","Y",1284,885,2169,0,0,2,1,3,"Gd",7,1,"Attchd",2,647,"TA","TA",192,87,0,0
278,64,89,11792,"Inside","1.5Fin",4,5,1948,1950,"TA","TA","CBlock","TA","TA","Unf",0,744,744,"GasA","Ex","N",792,328,1120,0,0,1,0,2,"Fa",5,0,"Detchd",2,480,"TA","Fa",0,0,0,160
1797,212.109,81,10411,"Corner","2Story",5,5,2007,2007,"Gd","TA","CBlock","Gd","TA","Unf",0,725,725,"GasA","Ex","Y",725,863,1588,0,0,3,0,3,"Gd",8,0,"Attchd",2,561,"TA","TA",0,0,0,0
922,160,130,9600,"Inside","1.5Fin",5,7,1940,1950,"Gd","Gd","BrkTil","TA","Fa","Rec",428,300,728,"GasA","Ex","Y",976,332,1308,1,0,1,1,2,"TA",7,2,"Detchd",1,256,"TA","TA",0,70,0,0
414,137.9,24,2349,"Inside","2Story",6,5,1977,1977,"TA","TA","CBlock","Gd","TA","ALQ",389,466,855,"GasA","TA","Y",855,601,1456,0,0,2,1,3,"TA",6,1,"Attchd",2,440,"TA","TA",0,28,0,0
119,143,0,9790,"Inside","1Story",6,5,1963,1963,"TA","TA","CBlock","TA","TA","ALQ",569,678,1328,"GasA","TA","Y",1328,0,1328,1,0,1,1,3,"TA",6,2,"Attchd",2,528,"TA","TA",0,26,0,0
1697,395,110,14226,"Corner","1Story",8,5,2006,2006,"Gd","TA","PConc","Gd","TA","Unf",0,1935,1935,"GasA","Gd","Y",1973,0,1973,0,0,2,0,3,"Gd",9,1,"Attchd",3,895,"TA","TA",315,45,0,0
87,122,0,9819,"Inside","1Story",5,5,1967,1967,"TA","Gd","CBlock","TA","TA","BLQ",450,432,882,"GasA","TA","Y",900,0,900,0,0,1,0,3,"TA",5,0,"Detchd",1,280,"TA","TA",0,0,0,0
618,175,90,9900,"Inside","1Story",6,5,1967,1967,"Gd","TA","CBlock","TA","TA","Rec",1173,507,1680,"GasA","TA","Y",1691,0,1691,1,0,1,0,2,"TA",5,0,"Attchd",2,550,"Gd","TA",0,67,260,0
1651,195,0,12046,"Inside","2Story",6,6,1976,1976,"TA","TA","CBlock","TA","TA","LwQ",156,692,848,"GasA","TA","Y",1118,912,2030,0,0,2,1,4,"Gd",8,1,"Attchd",2,551,"TA","TA",0,224,0,0
747,126.5,50,8635,"Inside","1Story",5,5,1925,1950,"TA","Fa","BrkTil","TA","TA","LwQ",134,938,1072,"GasA","TA","Y",1072,0,1072,1,0,1,0,2,"TA",5,0,"Detchd",5,1184,"Fa","TA",0,0,105,0
2559,161,80,9600,"Inside","1Story",5,6,1961,1990,"TA","TA","CBlock","TA","TA","BLQ",915,336,1251,"GasA","TA","Y",1433,0,1433,1,0,1,0,3,"TA",7,1,"Attchd",2,441,"TA","TA",144,0,205,0
965,213.5,125,14419,"Corner","SLvl",7,5,1987,1989,"TA","TA","PConc","Gd","TA","GLQ",904,117,1645,"GasA","Ex","Y",1479,0,1479,2,0,2,1,3,"Gd",7,1,"Attchd",2,578,"TA","TA",224,238,0,0
2438,215,0,8658,"Inside","2Story",6,5,2000,2000,"TA","TA","PConc","Gd","TA","ALQ",732,250,982,"GasA","Ex","Y",1008,881,1889,0,0,2,1,3,"TA",9,1,"Attchd",2,431,"TA","TA",0,0,0,0
333,85.5,21,1890,"Inside","2Story",4,6,1972,1972,"TA","TA","CBlock","TA","TA","Rec",294,252,546,"GasA","TA","Y",546,546,1092,0,0,1,1,3,"TA",5,0,"Attchd",1,286,"TA","TA",0,0,64,0
2652,135.5,50,6000,"Inside","1Story",5,7,1955,1955,"TA","TA","CBlock","TA","TA","GLQ",576,384,960,"GasA","TA","Y",960,0,960,1,0,1,0,3,"TA",5,0,"Detchd",2,576,"TA","TA",0,0,0,0
1420,260,0,9771,"Corner","2Story",6,5,1995,2002,"Gd","TA","PConc","Gd","TA","LwQ",779,298,1077,"GasA","Ex","Y",1093,1721,2814,0,1,2,1,4,"Gd",9,1,"BuiltIn",2,614,"TA","TA",48,32,0,216
2872,223,0,16381,"Inside","1Story",6,5,1969,1969,"Gd","Gd","CBlock","TA","TA","Rec",1110,734,1844,"GasA","Gd","Y",1844,0,1844,1,0,2,0,3,"Gd",7,1,"Attchd",2,540,"TA","TA",0,73,216,0
2287,106.5,0,1533,"Inside","SLvl",4,5,1970,1970,"TA","TA","CBlock","Gd","TA","GLQ",503,27,530,"GasA","TA","Y",530,462,992,1,0,1,0,2,"TA",4,0,"BuiltIn",1,297,"TA","TA",112,97,0,0
1933,125,60,10950,"Inside","1Story",6,6,1952,1952,"TA","TA","CBlock","TA","TA","ALQ",441,507,948,"GasA","TA","Y",948,0,948,0,0,1,0,2,"TA",5,0,"Detchd",2,410,"TA","TA",0,48,0,0
974,91,21,1596,"Inside","SLvl",4,5,1973,1973,"TA","TA","CBlock","Gd","TA","GLQ",462,0,462,"GasA","TA","Y",526,462,988,1,0,1,0,2,"TA",5,0,"BuiltIn",1,297,"TA","TA",120,101,0,0
812,118.858,64,7018,"Inside","1Story",5,5,1979,1979,"TA","TA","Slab","None","None","None",0,0,0,"GasA","TA","Y",1535,0,1535,0,0,2,0,4,"TA",8,0,"Attchd",2,400,"TA","TA",0,0,0,0
819,323.262,84,10933,"Inside","1Story",9,5,2009,2009,"Ex","TA","PConc","Ex","TA","GLQ",1021,534,1555,"GasA","Ex","Y",1680,0,1680,1,0,1,1,1,"Ex",8,1,"Attchd",3,1138,"TA","TA",185,24,0,0
2881,35.311,50,9000,"Inside","1Story",2,3,1949,1950,"TA","TA","CBlock","TA","TA","BLQ",50,430,480,"GasA","TA","N",480,0,480,1,0,0,0,1,"TA",4,0,"Detchd",1,308,"TA","TA",0,0,0,0
465,184,63,10928,"Inside","2Story",7,5,2005,2005,"Gd","TA","PConc","Gd","Gd","Unf",0,728,728,"GasA","Ex","Y",728,728,1456,0,0,2,1,3,"Gd",8,1,"Attchd",2,390,"TA","TA",100,0,0,0
428,398.8,95,12350,"Inside","2Story",9,5,2009,2009,"Gd","TA","PConc","Ex","TA","GLQ",986,379,1365,"GasA","Ex","Y",1365,1325,2690,1,0,2,1,3,"Ex",8,1,"Attchd",3,864,"TA","TA",0,197,0,0
1792,250,70,9605,"Inside","2Story",7,5,2006,2006,"Gd","TA","PConc","Gd","TA","Unf",0,982,982,"GasA","Ex","Y",982,995,1977,0,0,2,1,3,"Gd",7,0,"Attchd",3,574,"TA","TA",240,53,0,0
416,148.5,24,2289,"Inside","2Story",6,6,1978,1978,"TA","TA","CBlock","TA","TA","ALQ",311,544,855,"GasA","TA","Y",855,586,1441,0,0,2,1,3,"TA",7,1,"Attchd",2,440,"TA","TA",28,0,0,0
1106,350,91,10437,"Inside","1Story",8,6,1995,1995,"Gd","Gd","PConc","Gd","TA","GLQ",1696,413,2109,"GasA","Ex","Y",2113,0,2113,1,0,2,1,2,"Gd",7,1,"Attchd",3,839,"TA","TA",236,46,0,0
2784,174,42,10385,"CulDSac","SLvl",6,6,1978,1978,"TA","TA","CBlock","TA","Gd","ALQ",595,0,995,"GasA","TA","Y",1282,0,1282,0,1,2,0,3,"TA",6,0,"Detchd",3,672,"Fa","TA",386,0,0,0
471,192.5,43,3182,"Inside","1Story",7,5,2005,2006,"Gd","TA","PConc","Gd","TA","GLQ",16,1357,1373,"GasA","Ex","Y",1555,0,1555,0,0,2,0,2,"Gd",7,1,"Attchd",2,430,"TA","TA",143,20,0,0
1948,103.2,55,5500,"Inside","1.5Unf",4,6,1956,1956,"TA","TA","CBlock","TA","TA","Unf",0,882,882,"GasA","Ex","Y",882,0,882,0,0,1,0,1,"TA",4,0,"None",0,0,"None","None",0,0,0,0
811,118.858,64,7018,"Inside","1Story",5,5,1979,1979,"TA","TA","Slab","None","None","None",0,0,0,"GasA","TA","Y",1535,0,1535,0,0,2,0,4,"TA",8,0,"Attchd",2,400,"TA","TA",0,0,0,0
1469,136.5,37,4435,"Inside","1Story",6,5,2003,2003,"Gd","TA","PConc","Gd","TA","GLQ",686,162,848,"GasA","Ex","Y",848,0,848,1,0,1,0,1,"Gd",3,0,"Attchd",2,420,"TA","TA",140,0,0,0
118,142.25,80,9600,"Inside","1Story",5,5,1966,1966,"TA","TA","CBlock","TA","TA","Rec",698,534,1232,"GasA","TA","Y",1232,0,1232,1,0,1,1,3,"TA",6,0,"Attchd",2,490,"TA","TA",0,224,0,0
2633,120,74,7400,"Corner","1Story",7,6,1962,1962,"TA","TA","CBlock","TA","TA","LwQ",809,236,1045,"GasA","Gd","Y",1045,0,1045,1,0,1,0,3,"TA",6,0,"Detchd",2,528,"TA","TA",0,0,0,0
277,144,60,10044,"CulDSac","1Story",5,6,1968,1968,"TA","TA","CBlock","Gd","TA","ALQ",1070,126,1196,"GasA","TA","Y",1196,0,1196,1,0,1,0,3,"TA",6,0,"Attchd",1,336,"TA","TA",257,0,168,0
1561,294.464,44,3843,"Inside","1Story",8,5,2007,2008,"Ex","TA","PConc","Ex","TA","GLQ",1476,120,1596,"GasA","Ex","Y",1648,0,1648,1,1,2,0,2,"Ex",5,1,"Attchd",2,525,"TA","TA",162,53,0,0
2179,157,60,7024,"Inside","1Story",5,5,2005,2006,"TA","TA","PConc","Ex","Gd","ALQ",980,110,1090,"GasA","Gd","Y",1090,0,1090,1,0,1,1,2,"TA",5,0,"Attchd",2,450,"TA","TA",0,49,0,0
507,244.6,74,9612,"Inside","1Story",8,5,2008,2009,"Gd","TA","PConc","Gd","TA","Unf",0,1468,1468,"GasA","Ex","Y",1468,0,1468,0,0,2,0,3,"Gd",6,1,"Attchd",3,898,"TA","TA",210,150,0,0
