"Order","Price","LotFrontage","LotArea","LotConfig","HouseStyle","Quality","Condition","YearBuilt","YearRemodel","ExteriorQ","ExteriorC","Foundation","BasementHt","BasementC","BasementFin","BasementFinSF","BasementUnFinSF","BasementSF","Heating","HeatingQC","CentralAir","FirstSF","SecondSF","GroundSF","BasementFBath","BasementHBath","FullBath","HalfBath","Bedroom","KitchenQ","TotalRooms","Fireplaces","GarageType","GarageCars","GarageSF","GarageQ","GarageC","WoodDeckSF","OpenPorchSF","EnclosedPorchSF","ScreenPorchSF"
2226,123.9,24,1782,"Inside","2Story",6,6,1980,1980,"TA","Gd","CBlock","Gd","TA","GLQ",330,186,516,"GasA","Gd","Y",529,516,1045,0,0,1,0,2,"TA",5,1,"Detchd",2,462,"TA","TA",180,0,0,0
1958,119.2,60,11664,"Inside","1Story",6,5,1948,1950,"TA","TA","CBlock","TA","Fa","BLQ",336,746,1082,"GasA","TA","Y",1082,0,1082,0,0,1,0,2,"TA",5,1,"Detchd",1,240,"TA","TA",0,130,0,0
757,123,0,5775,"Corner","2Story",6,7,1915,2002,"TA","TA","BrkTil","TA","TA","Unf",0,483,483,"GasA","Ex","Y",741,686,1427,0,0,1,0,3,"Gd",7,0,"Attchd",1,379,"TA","TA",0,24,112,0
28,115,70,10500,"FR2","1Story",4,5,1971,1971,"TA","TA","CBlock","TA","TA","ALQ",432,432,864,"GasA","TA","Y",864,0,864,0,0,1,0,3,"TA",5,1,"None",0,0,"None","None",0,0,0,0
1319,122,50,5250,"Inside","2Story",8,5,1872,1987,"TA","Gd","BrkTil","TA","Fa","LwQ",259,425,684,"OthW","Fa","N",938,1215,2358,0,0,2,0,4,"TA",8,0,"None",0,0,"None","None",0,54,20,0
2127,123.6,60,8070,"Inside","1Story",4,5,1994,1995,"TA","TA","PConc","Gd","TA","GLQ",588,402,990,"GasA","Ex","Y",990,0,990,1,0,1,0,3,"TA",5,0,"None",0,0,"None","None",0,0,0,0
2822,119.9,73,16133,"Inside","1Story",5,4,1969,1969,"TA","TA","CBlock","Gd","TA","ALQ",847,329,1176,"GasA","TA","Y",1176,0,1176,1,0,1,0,2,"TA",5,0,"Attchd",1,360,"TA","TA",0,92,0,112
281,90,64,6410,"Inside","1Story",4,5,1958,1958,"TA","TA","CBlock","TA","TA","Unf",0,960,960,"GasA","Ex","Y",960,0,960,0,0,1,0,3,"TA",5,0,"None",0,0,"None","None",0,0,0,0
1630,168,0,7655,"CulDSac","2Story",6,5,1993,1994,"TA","TA","PConc","Gd","TA","Unf",0,903,903,"GasA","Gd","Y",910,732,1642,0,0,2,1,3,"TA",7,1,"Attchd",2,392,"TA","TA",290,84,0,0
2754,193.879,64,6762,"Inside","1Story",7,5,2006,2006,"Gd","TA","PConc","Gd","Gd","Unf",0,1286,1286,"GasA","Ex","Y",1294,0,1294,0,0,2,0,2,"Gd",6,1,"Attchd",2,662,"TA","TA",168,55,0,0
2819,102,67,8877,"Inside","1Story",4,5,1951,1951,"TA","TA","CBlock","Fa","Fa","LwQ",836,0,836,"GasA","TA","Y",1220,0,1220,0,0,1,0,2,"TA",6,0,"Detchd",2,396,"TA","TA",0,0,0,0
516,210,75,9000,"Inside","2Story",8,5,2008,2008,"Gd","TA","PConc","Gd","TA","Unf",0,768,768,"GasA","Ex","Y",786,804,1590,0,0,2,1,3,"Gd",6,0,"Attchd",2,676,"TA","TA",0,30,0,0
2212,238,60,7230,"Inside","2.5Unf",7,7,1927,1992,"TA","TA","BrkTil","TA","TA","Unf",0,851,851,"GasA","Gd","Y",867,851,1718,0,0,2,1,4,"Gd",8,1,"Detchd",2,264,"TA","TA",291,0,60,153
844,204,78,10335,"Inside","1Story",7,5,1999,1999,"Gd","TA","PConc","Gd","TA","GLQ",679,811,1490,"GasA","Ex","Y",1501,0,1501,1,0,2,0,3,"Gd",6,0,"Attchd",2,577,"TA","TA",144,29,0,0
2293,153.5,72,9129,"Inside","SFoyer",5,5,1977,1977,"TA","TA","PConc","Gd","TA","GLQ",923,0,923,"GasA","TA","Y",1008,0,1008,1,0,1,0,1,"Gd",4,1,"Attchd",2,678,"TA","TA",201,66,0,0
1873,175.5,80,9600,"Inside","1Story",7,6,1973,1973,"TA","TA","CBlock","TA","TA","ALQ",916,326,1242,"GasA","Fa","Y",1242,0,1242,0,0,1,1,3,"TA",6,1,"Attchd",2,528,"TA","TA",0,0,0,0
2075,216,0,17541,"Corner","1Story",5,7,1948,2005,"TA","Gd","CBlock","TA","Gd","BLQ",300,109,409,"GasA","Ex","Y",1325,0,1325,0,0,2,0,3,"Gd",6,1,"Detchd",2,576,"TA","TA",0,42,0,0
1332,109.5,50,6130,"Inside","1.5Unf",5,6,1924,1950,"TA","TA","BrkTil","TA","TA","ALQ",784,0,784,"GasA","Gd","Y",784,0,784,1,0,1,0,2,"Gd",5,0,"None",0,0,"None","None",0,0,116,0
1741,173.5,64,7697,"Inside","1Story",7,6,2007,2007,"Gd","TA","PConc","Gd","TA","Unf",0,1246,1246,"GasA","Ex","Y",1258,0,1258,0,0,2,0,3,"Gd",6,0,"Attchd",2,462,"TA","TA",0,0,0,0
540,159,63,13072,"Inside","1Story",7,5,2004,2005,"Gd","TA","PConc","Gd","TA","Unf",0,1114,1114,"GasA","Ex","Y",1114,0,1114,0,0,1,1,3,"Gd",6,0,"Detchd",2,576,"TA","TA",248,102,0,0
883,173.5,64,8633,"FR2","2Story",6,5,2005,2005,"Gd","TA","PConc","Gd","TA","GLQ",193,545,738,"GasA","Ex","Y",738,738,1476,1,0,2,1,3,"Gd",7,0,"Attchd",2,540,"TA","TA",100,35,0,0
2084,86,58,9098,"Inside","1Story",4,7,1920,2002,"TA","TA","BrkTil","TA","TA","ALQ",348,180,528,"GasA","Ex","Y",605,0,605,1,0,1,0,2,"TA",5,0,"None",0,0,"None","None",0,0,144,0
284,80,60,12180,"Inside","1.5Fin",4,4,1941,1950,"TA","Fa","BrkTil","Gd","TA","BLQ",348,324,672,"Grav","Fa","N",672,252,924,1,0,1,0,2,"Fa",5,0,"Detchd",1,280,"TA","TA",0,0,0,0
1416,125,68,10880,"Inside","1Story",5,5,1950,1950,"TA","TA","CBlock","TA","TA","ALQ",1040,124,1164,"GasW","TA","N",1164,0,1164,1,0,1,0,3,"TA",5,0,"Detchd",1,240,"TA","TA",0,48,0,0
2036,212.3,60,9780,"Inside","2Story",7,9,1950,2005,"TA","Ex","CBlock","TA","TA","LwQ",354,224,976,"GasA","Ex","Y",976,976,1952,0,0,1,1,4,"Gd",8,2,"Detchd",1,299,"TA","TA",285,0,0,216
1204,176,0,9900,"Inside","2Story",7,5,1968,1968,"TA","TA","CBlock","TA","TA","BLQ",552,280,832,"GasA","Gd","Y",1098,880,1978,0,0,2,1,4,"TA",9,1,"Attchd",2,486,"TA","TA",0,43,0,0
1744,226.5,0,3621,"Inside","1Story",8,5,2003,2003,"Gd","TA","PConc","Gd","TA","GLQ",1084,322,1406,"GasA","Ex","Y",1589,0,1589,1,0,2,0,2,"Gd",7,1,"Attchd",3,630,"TA","TA",143,20,0,0
1837,193.8,32,3784,"Inside","1Story",8,5,2006,2007,"Gd","TA","PConc","Gd","TA","GLQ",60,1451,1511,"GasA","Ex","Y",1565,0,1565,1,0,2,0,2,"Gd",5,0,"Attchd",2,476,"TA","TA",0,120,0,0
480,195.5,61,10125,"Inside","2Story",7,5,2004,2004,"Gd","TA","PConc","Gd","TA","Unf",0,846,846,"GasA","Ex","Y",846,748,1594,0,0,2,1,3,"Gd",7,1,"Attchd",2,434,"TA","TA",300,48,0,0
1988,110.5,40,3880,"Inside","1Story",5,9,1945,1997,"TA","Gd","CBlock","TA","TA","ALQ",329,357,686,"GasA","Gd","Y",866,0,866,0,0,1,0,2,"Gd",4,0,"None",0,0,"None","None",58,42,0,0
1286,157.5,60,10440,"Inside","2Story",5,8,1904,2002,"TA","TA","PConc","TA","TA","Unf",0,650,650,"GasA","Gd","Y",958,581,1539,0,0,2,0,3,"Gd",8,1,"Detchd",2,686,"Gd","TA",70,78,68,0
706,129.5,50,6000,"Inside","1.5Fin",5,7,1950,1970,"TA","Ex","CBlock","TA","TA","BLQ",384,384,768,"GasA","TA","Y",768,560,1328,0,0,1,1,3,"TA",6,0,"Detchd",1,308,"TA","TA",0,12,0,0
1490,165,64,12102,"Inside","SFoyer",5,5,1976,1976,"TA","TA","CBlock","Gd","Gd","ALQ",456,0,456,"GasA","Ex","Y",1033,0,1033,0,1,1,0,3,"TA",6,0,"BuiltIn",2,504,"Fa","TA",224,0,0,0
2381,342.643,111,16259,"Corner","2Story",9,5,2006,2006,"TA","TA","PConc","Ex","Gd","Unf",0,1249,1249,"GasA","Ex","Y",1249,1347,2596,0,0,3,1,4,"Gd",9,0,"Attchd",3,840,"TA","TA",240,154,0,0
984,112,0,8780,"Corner","1Story",5,5,1985,1985,"TA","TA","CBlock","TA","TA","ALQ",625,208,833,"GasA","Ex","Y",833,0,833,1,0,1,0,3,"TA",5,0,"None",0,0,"None","None",0,0,0,0
2572,135,109,9723,"Corner","1Story",6,7,1963,1963,"TA","TA","CBlock","TA","TA","Unf",0,1008,1008,"GasA","TA","Y",1008,0,1008,0,0,1,0,2,"TA",5,0,"Attchd",2,430,"TA","TA",0,0,0,0
200,138.4,52,6240,"Inside","1.5Fin",5,5,1930,1950,"TA","TA","BrkTil","TA","TA","LwQ",448,480,928,"GasA","TA","Y",928,608,1536,0,0,2,0,4,"TA",7,1,"Detchd",2,480,"TA","TA",0,10,0,0
232,128,60,9600,"Inside","1Story",4,7,1950,1995,"TA","TA","CBlock","Gd","TA","BLQ",442,625,1067,"GasA","TA","Y",1067,0,1067,0,0,2,0,2,"Gd",4,0,"Attchd",2,436,"TA","TA",290,0,0,0
608,145.1,115,10500,"Inside","1Story",5,5,1964,1964,"TA","Gd","CBlock","TA","TA","LwQ",998,294,1292,"GasA","TA","Y",1292,0,1292,1,0,1,1,3,"TA",6,2,"Detchd",2,520,"TA","TA",0,32,0,92
899,82,74,10206,"Corner","1Story",3,3,1952,1952,"TA","TA","Slab","None","None","None",0,0,0,"GasW","Fa","N",944,0,944,0,0,1,0,2,"Fa",4,0,"Detchd",2,528,"TA","Fa",0,0,0,0
2820,127.5,38,7840,"CulDSac","SFoyer",6,5,1975,1975,"TA","TA","CBlock","Gd","TA","GLQ",976,0,976,"GasA","TA","Y",1012,0,1012,0,2,2,0,4,"TA",4,0,"None",0,0,"None","None",0,0,0,0
2222,219.5,75,13125,"Inside","2Story",7,6,1940,1984,"TA","TA","CBlock","TA","TA","BLQ",410,390,800,"GasA","TA","Y",960,780,1740,0,0,1,1,3,"TA",6,2,"Attchd",1,240,"TA","TA",0,0,0,0
2045,219,107,12888,"Inside","2Story",7,8,1937,1980,"TA","Gd","CBlock","TA","TA","ALQ",288,717,1005,"GasA","TA","Y",1262,1005,2267,1,0,1,1,3,"TA",7,2,"Attchd",2,498,"TA","TA",521,0,0,0
1623,180,0,8637,"Inside","2Story",6,5,1999,2000,"TA","TA","PConc","Gd","TA","ALQ",871,52,923,"GasA","Gd","Y",947,767,1714,1,0,2,1,3,"TA",7,1,"Attchd",2,451,"TA","TA",256,48,0,0
1368,79.9,60,5586,"Inside","1.5Fin",6,7,1920,1998,"TA","TA","BrkTil","TA","TA","Unf",0,901,901,"GasA","Gd","Y",1088,110,1198,0,0,1,0,4,"TA",7,0,"None",0,0,"None","None",0,98,0,0
2361,116.05,71,9353,"Inside","1Story",4,5,1970,1970,"TA","TA","CBlock","TA","TA","Unf",0,864,864,"GasA","Gd","Y",864,0,864,0,0,1,0,3,"TA",5,0,"Attchd",1,280,"TA","TA",0,0,0,0
1778,320,84,11670,"Corner","1Story",9,5,2006,2006,"Ex","TA","PConc","Ex","Gd","Unf",0,1905,1905,"GasA","Ex","Y",1905,0,1905,0,0,2,0,3,"Ex",8,1,"Attchd",3,788,"TA","TA",0,191,0,0
634,149.5,66,9240,"Inside","1Story",6,8,1959,1998,"Gd","TA","CBlock","TA","TA","ALQ",708,280,988,"GasA","TA","Y",988,0,988,1,0,2,0,3,"Gd",6,0,"Attchd",1,297,"TA","TA",156,0,0,0
734,128,50,6000,"Inside","1.5Fin",4,6,1936,1950,"TA","TA","BrkTil","TA","TA","BLQ",672,0,672,"GasA","TA","Y",757,567,1324,0,0,1,0,3,"TA",6,0,"Detchd",1,240,"TA","TA",0,0,0,0
2739,182,78,11679,"Inside","SLvl",5,5,1962,1962,"TA","TA","CBlock","TA","TA","ALQ",612,0,1776,"GasA","Ex","Y",1560,0,1560,0,1,2,0,3,"TA",6,1,"Attchd",2,528,"TA","TA",453,253,144,0
2563,133,79,9490,"Inside","1.5Fin",6,7,1941,1950,"TA","TA","CBlock","TA","TA","BLQ",403,238,806,"GasA","TA","Y",958,620,1578,1,0,1,0,3,"Fa",5,2,"Attchd",1,240,"TA","TA",0,0,32,0
1865,240.05,80,8000,"Inside","2Story",6,6,1970,1970,"TA","TA","CBlock","TA","TA","Rec",915,93,1008,"GasA","TA","Y",1403,1008,2411,1,0,2,1,4,"TA",8,1,"Attchd",2,570,"TA","TA",0,192,0,0
40,290.941,94,12883,"Corner","1Story",8,5,2009,2010,"Gd","TA","PConc","Gd","TA","Unf",0,1544,1544,"GasA","Ex","Y",1544,0,1544,0,0,2,0,3,"Gd",7,0,"Attchd",3,868,"TA","TA",0,35,0,0
225,137.25,65,7832,"Inside","1Story",5,5,1968,1968,"TA","TA","CBlock","TA","TA","GLQ",775,89,864,"GasA","Ex","Y",864,0,864,1,0,1,0,2,"TA",4,0,"Detchd",1,280,"TA","TA",226,0,0,0
1787,227,85,10000,"Inside","1Story",8,5,2006,2006,"Gd","TA","PConc","Gd","Gd","Unf",0,1588,1588,"GasA","Ex","Y",1588,0,1588,0,0,2,0,3,"Gd",7,1,"Attchd",3,825,"TA","TA",144,45,0,0
2853,102,60,6000,"Inside","1.5Fin",5,5,1926,1950,"TA","Fa","BrkTil","TA","TA","Unf",0,1008,1008,"GasA","Ex","Y",1008,0,1522,0,0,2,0,4,"TA",7,0,"None",0,0,"None","None",0,0,138,0
840,207,65,14753,"Inside","1Story",7,5,1998,1998,"TA","TA","PConc","Gd","TA","GLQ",950,513,1463,"GasA","Ex","Y",1463,0,1463,1,0,2,0,3,"TA",5,0,"Attchd",2,539,"TA","TA",0,81,0,0
1903,64.5,50,5000,"Inside","1Story",3,3,1946,1950,"Fa","Fa","CBlock","Fa","Fa","LwQ",299,367,666,"GasA","Fa","N",666,0,666,0,1,1,0,2,"Gd",4,0,"None",0,0,"None","None",0,52,0,0
1655,192.35,80,10400,"Inside","1Story",6,5,1979,1999,"TA","TA","CBlock","Gd","TA","GLQ",903,356,1259,"GasA","Ex","Y",1353,0,1353,1,0,2,0,2,"TA",5,1,"Attchd",2,478,"TA","TA",240,141,0,0
933,115,24,1733,"Inside","2Story",6,6,1980,1980,"TA","TA","CBlock","TA","TA","Unf",0,516,516,"GasA","TA","Y",516,516,1032,0,0,1,0,2,"TA",5,1,"Detchd",2,452,"TA","TA",279,0,0,0
1786,248.328,83,9849,"Inside","1Story",7,6,2007,2007,"Gd","TA","PConc","Gd","TA","Unf",0,1689,1689,"GasA","Ex","Y",1689,0,1689,0,0,2,0,3,"Gd",7,0,"Attchd",3,954,"TA","TA",0,56,0,0
2368,116,21,1890,"Inside","2Story",6,7,1972,1972,"TA","TA","CBlock","TA","TA","ALQ",282,212,494,"GasA","Ex","Y",494,536,1030,0,0,1,1,3,"TA",6,0,"Detchd",1,264,"TA","TA",0,0,0,0
78,99.5,55,7892,"Inside","1Story",6,5,1979,1979,"TA","TA","CBlock","Gd","TA","Unf",0,918,918,"GasA","TA","Y",918,0,918,0,0,2,0,2,"TA",5,1,"Attchd",1,264,"TA","TA",28,0,0,0
2661,155,70,6300,"Corner","2.5Unf",7,6,1910,2005,"TA","TA","BrkTil","TA","TA","Unf",0,1226,1226,"GasA","Ex","Y",1226,878,2104,0,0,2,0,5,"TA",9,0,"Detchd",2,432,"Fa","TA",0,341,88,0
2695,125.5,60,7200,"Corner","1.5Fin",5,6,1938,1995,"TA","TA","CBlock","TA","TA","Unf",0,803,803,"GasA","Ex","Y",803,557,1360,0,0,1,1,2,"Gd",6,0,"Detchd",1,297,"TA","TA",0,65,190,0
702,124.5,60,7596,"Inside","2Story",5,5,1952,1952,"TA","TA","CBlock","TA","TA","Unf",0,960,960,"GasA","Gd","Y",960,1000,1960,0,0,2,0,4,"TA",10,0,"Detchd",2,400,"TA","TA",0,0,0,0
2106,155.835,85,11103,"Corner","2Story",7,5,2006,2006,"Gd","TA","PConc","Gd","TA","Unf",0,728,728,"GasA","Ex","Y",728,728,1456,0,0,2,1,3,"Gd",8,1,"Attchd",2,440,"TA","TA",0,0,0,0
1385,152,0,7400,"CulDSac","SFoyer",5,5,1984,1984,"TA","TA","PConc","Gd","TA","LwQ",104,0,1060,"GasA","TA","Y",1126,0,1126,1,0,1,0,2,"TA",5,0,"Attchd",2,506,"TA","TA",178,0,0,0
386,220,0,7500,"Inside","2Story",8,5,2000,2001,"Gd","TA","PConc","Gd","TA","Unf",0,1058,1058,"GasA","Ex","Y",1058,816,1874,0,0,2,1,3,"Gd",7,1,"Attchd",2,588,"TA","TA",0,134,0,0
1559,65,60,9000,"Inside","2Story",4,6,1920,1950,"TA","TA","Stone","Fa","Fa","Unf",0,592,592,"GasA","Ex","Y",432,432,864,0,0,1,1,3,"Fa",5,0,"Detchd",1,216,"Fa","Fa",0,30,160,0
402,130,60,9000,"FR2","1Story",4,7,1971,2006,"TA","Gd","CBlock","TA","TA","ALQ",240,624,864,"GasA","Gd","Y",864,0,864,0,0,1,0,3,"TA",5,0,"Detchd",2,576,"TA","TA",200,0,0,0
383,197.5,0,10304,"CulDSac","2Story",5,7,1976,1976,"TA","Gd","CBlock","TA","TA","ALQ",381,399,780,"GasA","Ex","Y",1088,780,1868,1,0,2,1,4,"Gd",9,1,"Attchd",2,484,"TA","TA",448,96,0,0
2781,205,118,13704,"Corner","1Story",7,5,2001,2002,"Gd","TA","PConc","Gd","TA","Unf",0,1541,1541,"GasA","Ex","Y",1541,0,1541,0,0,2,0,3,"Gd",6,1,"Attchd",3,843,"TA","TA",468,81,0,0
1428,228,59,11228,"CulDSac","2Story",7,5,1993,1993,"Gd","TA","PConc","Gd","TA","BLQ",50,499,1080,"GasA","Ex","Y",1080,1017,2097,0,1,2,1,3,"Gd",9,1,"Attchd",3,678,"TA","TA",196,187,0,0
1325,131.5,81,12150,"Inside","1.5Fin",5,5,1954,1954,"TA","TA","BrkTil","TA","TA","Unf",0,1050,1050,"GasA","Ex","N",1050,745,1795,0,0,2,0,4,"TA",7,0,"Attchd",1,352,"Fa","TA",0,0,0,0
154,105,65,7898,"Corner","1Story",4,7,1920,1994,"TA","TA","BrkTil","TA","TA","Unf",0,576,576,"GasA","Gd","Y",985,0,985,0,1,1,0,2,"TA",4,0,"Detchd",2,676,"TA","TA",0,0,0,0
714,87.5,60,9600,"Inside","2Story",4,4,1910,1950,"Gd","Gd","BrkTil","Fa","TA","Unf",0,677,677,"GasA","TA","Y",833,677,1510,0,0,2,0,3,"Gd",7,0,"Detchd",2,720,"TA","TA",0,0,160,0
2516,221,60,7180,"Inside","1Story",8,5,2001,2002,"Gd","TA","PConc","Gd","TA","Unf",0,1568,1568,"GasA","Ex","Y",1568,0,1568,0,0,2,0,3,"Gd",6,1,"Attchd",2,564,"TA","TA",0,266,0,0
1183,150,0,24572,"CulDSac","2Story",9,3,1977,1977,"Gd","Gd","CBlock","Gd","TA","GLQ",410,584,994,"GasA","TA","Y",1599,1345,2944,0,0,2,2,3,"Gd",9,1,"Attchd",3,864,"TA","TA",140,70,16,0
2298,129.5,54,7244,"Inside","SFoyer",5,7,1970,1970,"TA","Gd","CBlock","Gd","TA","ALQ",619,149,768,"GasA","Ex","Y",768,0,768,1,0,1,0,2,"TA",5,0,"Detchd",2,624,"TA","TA",104,0,0,0
753,104,92,5520,"Corner","2.5Fin",6,6,1912,1950,"TA","TA","CBlock","TA","TA","Unf",0,755,755,"GasA","Ex","Y",929,929,2229,0,0,1,0,5,"TA",8,0,"None",0,0,"None","None",0,198,30,0
1063,316,85,10574,"Inside","2Story",8,5,2004,2004,"Gd","TA","PConc","Ex","TA","GLQ",856,292,1148,"GasA","Ex","Y",1170,1162,2332,1,0,2,1,4,"Ex",9,1,"BuiltIn",3,756,"TA","TA",224,142,0,0
2919,79.5,21,1526,"Inside","2Story",4,5,1970,1970,"TA","TA","CBlock","TA","TA","Unf",0,546,546,"GasA","TA","Y",546,546,1092,0,0,1,1,3,"TA",5,0,"None",0,0,"None","None",0,34,0,0
2093,301,86,10380,"Inside","2Story",7,5,1986,1987,"Gd","TA","CBlock","TA","TA","LwQ",28,0,1502,"GasA","Ex","Y",1553,1177,2730,1,0,2,1,4,"Gd",8,1,"Attchd",2,576,"TA","TA",201,96,0,0
436,296,129,16870,"FR3","1Story",8,5,2004,2005,"Gd","TA","PConc","Ex","TA","GLQ",1531,251,1782,"GasA","Ex","Y",1782,0,1782,1,0,2,0,3,"Gd",7,2,"Attchd",3,932,"TA","TA",99,82,0,0
2407,202.665,40,6792,"Inside","1Story",7,5,2005,2006,"Gd","TA","PConc","Gd","TA","Unf",0,1368,1368,"GasA","Ex","Y",1368,0,1368,0,0,2,0,2,"Gd",6,1,"Attchd",2,474,"TA","TA",132,35,0,0
1227,165.5,80,9600,"Inside","SLvl",6,6,1955,1996,"TA","TA","CBlock","TA","TA","BLQ",831,161,992,"GasA","Gd","Y",1661,0,1661,1,0,1,0,3,"Gd",8,1,"BuiltIn",1,377,"TA","TA",0,28,0,178
2198,96.5,55,10594,"Inside","1.5Unf",5,5,1926,1950,"TA","TA","BrkTil","TA","TA","Unf",0,768,768,"Grav","Fa","N",789,0,789,0,0,1,0,2,"TA",5,0,"Detchd",1,200,"Po","Po",0,0,112,0
1638,591.587,52,51974,"CulDSac","1Story",9,5,2006,2007,"Ex","TA","PConc","Ex","TA","GLQ",1101,1559,2660,"GasA","Ex","Y",2338,0,2338,1,0,2,1,4,"Gd",8,2,"Attchd",3,1110,"Gd","TA",0,135,0,322
2158,246.9,73,17227,"CulDSac","1Story",8,5,1999,2000,"Gd","TA","PConc","Gd","TA","GLQ",915,426,1341,"GasA","Ex","Y",1341,0,1341,1,0,1,1,1,"Gd",5,1,"Attchd",2,482,"TA","TA",240,84,0,0
550,184,70,9109,"Inside","2Story",7,5,1994,1994,"Gd","TA","PConc","Gd","TA","LwQ",36,122,754,"GasA","Ex","Y",754,786,1540,1,0,2,1,3,"Gd",6,0,"Attchd",2,495,"TA","TA",140,32,0,0
1338,157,50,6000,"Inside","1.5Fin",6,7,1937,2000,"TA","Gd","BrkTil","TA","TA","Rec",201,462,825,"GasA","Ex","Y",825,672,1497,0,0,2,0,3,"TA",5,0,"Detchd",1,672,"TA","TA",272,0,0,0
1707,372,94,13615,"Corner","1Story",9,5,2006,2006,"Ex","TA","PConc","Ex","TA","Unf",0,1802,1802,"GasA","Ex","Y",1802,0,1802,0,0,2,1,3,"Ex",7,1,"Attchd",3,843,"TA","TA",158,105,0,0
17,164,152,12134,"Inside","1.5Fin",8,7,1988,2005,"Gd","TA","Wood","Gd","TA","GLQ",427,132,559,"GasA","Gd","Y",1080,672,1752,0,0,2,0,4,"TA",8,0,"Basment",2,492,"TA","TA",325,12,0,0
373,82.5,85,11900,"Inside","1Story",7,5,1977,1977,"TA","Gd","CBlock","TA","TA","ALQ",822,564,1386,"GasA","TA","Y",1411,0,1411,0,0,2,0,3,"TA",6,1,"Attchd",2,544,"TA","TA",192,0,0,0
1463,255.9,0,11250,"Corner","2Story",8,5,2002,2002,"Gd","TA","PConc","Gd","TA","Unf",0,1128,1128,"GasA","Ex","Y",1149,1141,2290,0,0,2,1,4,"Gd",9,1,"Attchd",2,779,"TA","TA",0,0,0,0
1334,106.9,59,5870,"Corner","2Story",6,9,1900,2000,"TA","Gd","BrkTil","TA","TA","Unf",0,554,554,"GasA","Ex","Y",736,554,1290,0,0,1,1,3,"TA",6,0,"Detchd",1,200,"Fa","TA",38,112,0,0
159,144,64,6979,"Inside","SFoyer",6,5,1980,1980,"TA","TA","CBlock","TA","TA","GLQ",1056,0,1056,"GasA","Gd","Y",1056,0,1056,2,0,0,0,0,"TA",4,0,"Detchd",2,576,"TA","TA",264,56,0,0
2357,162.9,78,10140,"Inside","2Story",7,5,1976,1976,"TA","TA","PConc","Gd","TA","GLQ",194,638,832,"GasA","TA","Y",832,832,1664,0,0,2,1,4,"TA",8,1,"Attchd",2,528,"TA","TA",0,28,0,259
912,135,65,7804,"Inside","1.5Fin",4,3,1928,1950,"TA","TA","BrkTil","TA","TA","BLQ",622,500,1122,"GasA","TA","Y",1328,653,1981,1,0,2,0,4,"Gd",7,2,"Detchd",2,576,"TA","TA",431,44,0,0
2391,338.5,82,9942,"Inside","2Story",9,5,2005,2006,"Ex","TA","PConc","Ex","Gd","GLQ",1290,316,1606,"GasA","Ex","Y",1625,466,2091,1,0,2,1,3,"Ex",8,1,"Attchd",2,521,"TA","TA",194,84,0,0
1160,196,59,4282,"Inside","1Story",7,5,2004,2004,"Gd","TA","PConc","Gd","TA","GLQ",16,1375,1391,"GasA","Ex","Y",1391,0,1391,0,0,2,0,2,"Gd",5,0,"Attchd",2,530,"TA","TA",156,158,0,0
359,181.316,0,8803,"Inside","2Story",6,5,1994,1995,"TA","TA","PConc","Gd","TA","GLQ",600,107,707,"GasA","Gd","Y",707,809,1516,1,0,2,1,3,"Gd",7,1,"Attchd",2,409,"TA","TA",0,46,0,0
2604,105,60,10410,"Corner","1.5Fin",3,4,1915,1950,"TA","TA","PConc","TA","TA","Unf",0,672,672,"GasA","TA","Y",694,520,1214,0,0,1,0,3,"TA",6,0,"Detchd",3,936,"TA","TA",216,0,160,0
961,316.5,79,14463,"Corner","1Story",9,5,2008,2008,"Ex","TA","PConc","Ex","TA","GLQ",1115,526,1641,"GasA","Ex","Y",1641,0,1641,1,0,2,0,3,"Ex",7,0,"Attchd",3,885,"TA","TA",0,95,0,0
1901,138.5,85,12172,"Inside","1.5Unf",5,7,1940,1996,"TA","TA","PConc","TA","TA","LwQ",130,433,822,"GasA","TA","Y",908,0,908,0,0,1,0,2,"TA",4,0,"Attchd",2,512,"TA","TA",284,24,0,192
547,171.5,70,7703,"Inside","2Story",6,6,1992,1992,"Gd","Gd","PConc","Gd","Gd","GLQ",52,400,816,"GasA","Ex","Y",833,897,1730,0,0,2,1,3,"Gd",6,0,"Attchd",2,528,"TA","TA",0,91,0,168
762,88.75,50,4280,"Inside","1Story",4,9,1946,2001,"TA","Gd","CBlock","Fa","TA","Unf",0,560,560,"GasA","Ex","Y",704,0,704,0,1,1,0,2,"Fa",4,0,"CarPort",1,220,"TA","TA",0,0,24,0
2900,312.5,85,14331,"Inside","1Story",8,5,2002,2002,"Gd","TA","PConc","Ex","TA","GLQ",1274,526,1800,"GasA","Ex","Y",1800,0,1800,1,0,2,0,3,"Gd",7,1,"Attchd",3,765,"TA","TA",270,78,0,0
2539,158,80,9600,"Inside","SLvl",5,7,1967,1967,"TA","TA","PConc","TA","TA","ALQ",602,137,1141,"GasA","Gd","Y",1141,0,1141,1,0,1,0,3,"TA",6,0,"Attchd",1,568,"TA","TA",0,78,0,0
231,85,94,9259,"Corner","1Story",4,4,1927,1950,"TA","TA","BrkTil","Fa","TA","Unf",0,660,660,"GasA","TA","N",756,0,756,0,0,1,0,2,"TA",4,0,"Detchd",2,440,"TA","TA",80,0,0,0
