"Order","Price","LotFrontage","LotArea","LotConfig","HouseStyle","Quality","Condition","YearBuilt","YearRemodel","ExteriorQ","ExteriorC","Foundation","BasementHt","BasementC","BasementFin","BasementFinSF","BasementUnFinSF","BasementSF","Heating","HeatingQC","CentralAir","FirstSF","SecondSF","GroundSF","BasementFBath","BasementHBath","FullBath","HalfBath","Bedroom","KitchenQ","TotalRooms","Fireplaces","GarageType","GarageCars","GarageSF","GarageQ","GarageC","WoodDeckSF","OpenPorchSF","EnclosedPorchSF","ScreenPorchSF"
538,203,76,10141,"Inside","1Story",8,5,2004,2004,"Gd","TA","PConc","Gd","TA","BLQ",516,222,1512,"GasA","Ex","Y",1512,0,1512,0,0,2,0,3,"Gd",6,0,"Attchd",3,845,"TA","TA",210,36,0,0
335,157.9,0,26142,"CulDSac","1Story",5,7,1962,1962,"TA","TA","CBlock","TA","TA","Rec",593,595,1188,"GasA","TA","Y",1188,0,1188,0,0,1,0,3,"TA",6,0,"Attchd",1,312,"TA","TA",261,39,0,0
1492,108,63,13907,"Inside","1Story",5,6,1940,1969,"TA","TA","CBlock","TA","TA","BLQ",290,706,996,"GasA","Ex","Y",996,0,996,1,0,1,0,3,"TA",6,1,"None",0,0,"None","None",144,0,0,0
2814,173.9,68,8846,"Inside","2Story",6,5,2005,2006,"TA","TA","PConc","Gd","TA","Unf",0,750,750,"GasA","Ex","Y",750,750,1500,0,0,2,1,3,"Gd",6,0,"Attchd",2,564,"TA","TA",0,35,0,0
1269,98.3,60,7200,"Inside","1Story",5,5,1950,1950,"TA","TA","CBlock","None","None","None",0,0,0,"GasA","Gd","Y",1048,0,1048,0,0,1,0,3,"TA",7,0,"Detchd",2,420,"TA","TA",0,27,0,0
2170,110,67,8308,"Inside","1Story",4,6,1963,1963,"TA","Gd","CBlock","TA","TA","BLQ",132,115,1088,"GasA","TA","Y",1088,0,1088,0,0,1,0,2,"TA",4,0,"Detchd",2,520,"TA","TA",0,0,0,0
1680,122.5,24,1920,"Inside","2Story",5,5,1971,1971,"TA","TA","CBlock","TA","TA","ALQ",471,294,765,"GasA","Ex","Y",765,600,1365,1,0,1,1,2,"TA",6,0,"Detchd",2,440,"TA","TA",240,36,0,0
1235,135,0,7390,"Inside","1Story",5,7,1955,1955,"TA","TA","CBlock","TA","TA","ALQ",902,196,1098,"GasA","TA","Y",1098,0,1098,1,0,1,0,3,"TA",6,0,"Attchd",1,260,"TA","TA",0,0,0,0
2794,275,0,14781,"CulDSac","1Story",8,5,2001,2002,"Gd","TA","PConc","Gd","TA","Unf",0,1753,1753,"GasA","Ex","Y",1787,0,1787,0,0,2,0,3,"Gd",7,1,"Attchd",3,748,"TA","TA",198,150,0,0
2765,190,0,36500,"Inside","1Story",5,5,1964,1964,"TA","Gd","CBlock","TA","TA","Rec",812,812,1624,"GasA","Fa","Y",1582,0,1582,0,1,2,0,4,"TA",7,0,"Attchd",2,390,"TA","TA",168,198,0,0
1403,256,0,53227,"CulDSac","1Story",4,6,1954,1994,"TA","TA","CBlock","Gd","TA","BLQ",1116,248,1364,"GasA","Ex","Y",1663,0,1663,1,0,1,0,2,"Gd",6,2,"Attchd",2,529,"TA","TA",224,137,0,0
1990,184.9,0,10337,"Inside","2Story",8,9,1910,1999,"Gd","Gd","BrkTil","TA","TA","Unf",0,725,725,"GasA","Ex","N",909,863,1772,0,0,2,1,3,"Gd",7,0,"Detchd",2,816,"TA","TA",0,0,0,0
924,163.5,80,13360,"Inside","1Story",5,7,1921,2006,"TA","Gd","BrkTil","Gd","TA","ALQ",713,163,876,"GasA","Ex","Y",964,0,964,1,0,1,0,2,"TA",5,0,"Detchd",2,432,"TA","TA",0,0,44,0
1274,138,60,8064,"Inside","1.5Fin",6,6,1948,1950,"TA","TA","CBlock","TA","TA","ALQ",315,453,768,"GasA","Ex","Y",819,501,1320,0,0,2,0,3,"TA",5,0,"Detchd",2,576,"TA","TA",108,0,0,0
1594,124,0,4224,"Inside","1Story",5,6,1975,1975,"TA","TA","PConc","Gd","TA","GLQ",769,271,1040,"GasA","Gd","Y",1040,0,1040,0,0,1,0,3,"TA",6,0,"Attchd",2,499,"TA","TA",0,100,0,0
2539,158,80,9600,"Inside","SLvl",5,7,1967,1967,"TA","TA","PConc","TA","TA","ALQ",602,137,1141,"GasA","Gd","Y",1141,0,1141,1,0,1,0,3,"TA",6,0,"Attchd",1,568,"TA","TA",0,78,0,0
78,99.5,55,7892,"Inside","1Story",6,5,1979,1979,"TA","TA","CBlock","Gd","TA","Unf",0,918,918,"GasA","TA","Y",918,0,918,0,0,2,0,2,"TA",5,1,"Attchd",1,264,"TA","TA",28,0,0,0
1955,128.5,66,8300,"Inside","1Story",6,6,1968,1968,"TA","TA","CBlock","TA","TA","Rec",952,0,952,"GasA","Gd","Y",952,0,952,1,0,1,0,3,"TA",5,0,"Attchd",1,288,"TA","TA",0,0,0,0
1787,227,85,10000,"Inside","1Story",8,5,2006,2006,"Gd","TA","PConc","Gd","Gd","Unf",0,1588,1588,"GasA","Ex","Y",1588,0,1588,0,0,2,0,3,"Gd",7,1,"Attchd",3,825,"TA","TA",144,45,0,0
587,197.9,0,17871,"CulDSac","SLvl",6,5,1967,1976,"TA","TA","CBlock","Gd","TA","ALQ",528,1152,1680,"GasA","Fa","Y",1724,0,1724,1,0,1,1,3,"TA",7,1,"Attchd",2,480,"TA","TA",0,0,0,0
2610,159,77,9786,"Inside","1.5Fin",6,7,1962,1981,"TA","TA","CBlock","TA","TA","Rec",600,312,912,"GasA","TA","Y",1085,649,1734,0,0,1,1,3,"Gd",7,1,"Attchd",2,440,"TA","TA",0,0,0,128
621,140,80,9600,"Inside","1.5Fin",6,8,1950,2005,"TA","Gd","CBlock","TA","TA","BLQ",120,736,856,"GasA","Ex","Y",1112,556,1668,0,0,1,1,3,"TA",6,0,"Attchd",1,271,"TA","TA",0,0,0,0
837,143,65,9757,"Inside","1Story",5,7,1994,1994,"TA","Gd","PConc","TA","TA","ALQ",755,235,990,"GasA","Ex","Y",990,0,990,1,0,1,0,3,"TA",5,0,"Attchd",1,440,"TA","TA",66,0,0,92
123,136.3,0,10600,"Inside","SLvl",6,5,1964,1964,"TA","TA","CBlock","TA","TA","Unf",0,533,533,"GasA","TA","Y",1131,644,1775,0,0,2,0,3,"TA",8,0,"Attchd",2,480,"TA","TA",0,172,0,0
242,308.03,44,17485,"Inside","1Story",7,5,2009,2010,"Gd","TA","PConc","Gd","TA","GLQ",1346,162,1508,"GasA","Ex","Y",1508,0,1508,1,0,1,0,1,"Gd",5,2,"Attchd",2,572,"TA","TA",0,0,0,0
1490,165,64,12102,"Inside","SFoyer",5,5,1976,1976,"TA","TA","CBlock","Gd","Gd","ALQ",456,0,456,"GasA","Ex","Y",1033,0,1033,0,1,1,0,3,"TA",6,0,"BuiltIn",2,504,"Fa","TA",224,0,0,0
327,83.5,0,1974,"Inside","2Story",4,5,1973,1973,"TA","TA","CBlock","TA","TA","BLQ",334,212,546,"GasA","TA","Y",546,546,1092,0,0,1,1,3,"TA",6,0,"Attchd",1,286,"TA","TA",120,96,0,0
1385,152,0,7400,"CulDSac","SFoyer",5,5,1984,1984,"TA","TA","PConc","Gd","TA","LwQ",104,0,1060,"GasA","TA","Y",1126,0,1126,1,0,1,0,2,"TA",5,0,"Attchd",2,506,"TA","TA",178,0,0,0
2196,150,60,10890,"Inside","2Story",5,6,1923,1950,"TA","TA","PConc","TA","TA","Rec",371,925,1296,"Grav","Fa","N",1296,1296,2592,2,0,2,0,6,"TA",12,0,"None",0,0,"None","None",0,742,240,0
2695,125.5,60,7200,"Corner","1.5Fin",5,6,1938,1995,"TA","TA","CBlock","TA","TA","Unf",0,803,803,"GasA","Ex","Y",803,557,1360,0,0,1,1,2,"Gd",6,0,"Detchd",1,297,"TA","TA",0,65,190,0
2621,135,60,10800,"Inside","1.5Fin",4,4,1949,1950,"TA","TA","CBlock","TA","TA","Unf",0,720,720,"GasA","TA","N",720,472,1192,0,0,1,1,4,"TA",6,0,"None",0,0,"None","None",0,0,0,0
1765,410,89,10557,"Inside","2Story",9,5,1998,1998,"Gd","TA","PConc","Ex","TA","GLQ",672,736,1408,"GasA","Ex","Y",1671,1407,3078,1,0,2,1,4,"Gd",9,1,"Attchd",3,806,"TA","TA",108,87,0,0
2000,152,40,5400,"Corner","1Story",6,7,1926,2004,"TA","Gd","BrkTil","TA","TA","LwQ",370,779,1149,"GasA","Gd","Y",1149,467,1616,0,0,2,0,3,"Gd",5,0,"Detchd",1,216,"TA","TA",0,0,183,0
1446,149.9,65,8385,"Inside","SLvl",5,8,1977,1977,"Gd","TA","CBlock","Gd","Gd","GLQ",595,390,985,"GasA","TA","Y",985,0,985,0,0,2,0,3,"TA",6,0,"Attchd",1,328,"TA","TA",210,0,0,0
977,160,83,13383,"Inside","1Story",5,5,1969,2000,"TA","TA","CBlock","TA","TA","BLQ",594,594,1188,"GasA","Ex","Y",1404,0,1404,0,0,2,0,3,"TA",7,1,"Attchd",2,504,"TA","TA",0,16,0,0
1874,127,80,10800,"Inside","1Story",6,5,1963,1963,"TA","TA","CBlock","TA","TA","BLQ",617,171,1052,"GasA","TA","Y",1052,0,1052,1,0,1,0,3,"TA",6,0,"Attchd",1,311,"TA","TA",0,133,0,0
230,270,0,20062,"Inside","1Story",7,7,1977,2001,"Gd","Gd","CBlock","Gd","TA","ALQ",1092,328,1420,"GasA","Gd","Y",1483,0,1483,1,0,1,1,1,"TA",4,2,"Attchd",2,690,"TA","TA",496,0,0,0
1316,161,60,9600,"Inside","2Story",7,9,1928,2005,"TA","Ex","BrkTil","TA","TA","Rec",141,548,689,"GasA","Ex","Y",689,689,1378,0,0,2,0,3,"Gd",7,1,"Detchd",2,360,"TA","TA",0,0,116,0
131,76.5,55,5350,"Inside","1Story",3,2,1940,1966,"TA","Po","CBlock","TA","TA","Unf",0,728,728,"GasA","Ex","Y",1306,0,1306,0,0,1,0,3,"Fa",6,0,"None",0,0,"None","None",263,0,0,0
2472,186.8,91,11024,"Corner","1Story",7,5,2005,2006,"Gd","TA","PConc","Gd","TA","Unf",0,1400,1400,"GasA","Ex","Y",1400,0,1400,0,0,2,0,3,"Gd",6,0,"Attchd",2,612,"TA","TA",144,55,0,0
991,237.5,0,12925,"Corner","1Story",6,7,1970,1970,"TA","TA","CBlock","TA","TA","BLQ",865,340,1205,"GasA","Ex","Y",2117,0,2117,0,0,2,1,4,"TA",7,2,"Attchd",2,550,"TA","TA",0,42,0,0
1156,192,95,19508,"Inside","1Story",6,5,1974,1974,"TA","TA","CBlock","TA","TA","ALQ",800,630,1430,"GasA","TA","Y",1430,0,1430,0,1,2,0,3,"TA",6,2,"Attchd",2,484,"TA","TA",117,108,165,0
2678,75,51,6120,"Inside","1.5Fin",3,5,1930,1950,"Gd","TA","CBlock","TA","TA","Rec",347,381,728,"GasA","Ex","Y",728,434,1162,1,0,1,0,3,"TA",6,0,"Detchd",1,258,"Fa","Po",0,24,0,0
890,127,80,10682,"Inside","1Story",4,6,1960,1971,"TA","TA","CBlock","TA","TA","GLQ",399,615,1014,"GasA","TA","Y",1149,0,1149,1,0,1,0,3,"TA",7,0,"2Types",1,544,"TA","TA",0,240,0,0
2415,219.21,58,14054,"Inside","2Story",7,5,2006,2006,"Gd","TA","PConc","Gd","TA","Unf",0,879,879,"GasA","Ex","Y",879,984,1863,0,0,2,1,4,"Gd",9,1,"BuiltIn",3,660,"TA","TA",100,17,0,0
2865,239,80,16560,"Inside","2Story",6,8,1932,1950,"TA","TA","BrkTil","Gd","TA","Rec",503,449,952,"GasA","TA","Y",1170,1175,2345,0,0,2,1,4,"TA",9,1,"Detchd",2,360,"TA","TA",0,0,0,0
1405,125.6,50,5190,"Inside","1.5Fin",7,5,1948,1950,"TA","TA","CBlock","TA","TA","Unf",0,570,570,"GasA","TA","Y",617,462,1079,0,0,1,0,2,"TA",5,1,"Attchd",1,249,"TA","TA",135,0,0,0
552,160,75,8250,"Inside","2Story",6,7,1981,1981,"TA","TA","Slab","None","None","None",0,0,0,"GasA","TA","Y",964,918,1882,0,0,2,0,4,"TA",8,2,"Attchd",2,612,"TA","TA",0,0,0,0
822,332,65,10816,"Inside","1Story",9,5,2008,2008,"Ex","TA","PConc","Ex","TA","GLQ",1104,616,1720,"GasA","Ex","Y",1720,0,1720,1,0,2,0,3,"Ex",8,1,"Attchd",3,846,"TA","TA",208,104,0,0
2111,175.9,64,7242,"Inside","1Story",7,5,2005,2006,"Gd","TA","PConc","Gd","TA","Unf",0,1270,1270,"GasA","Ex","Y",1270,0,1270,0,0,2,0,2,"Gd",6,0,"Attchd",2,524,"TA","TA",0,96,0,0
10,189,60,7500,"Inside","2Story",7,5,1999,1999,"TA","TA","PConc","TA","TA","Unf",0,994,994,"GasA","Gd","Y",1028,776,1804,0,0,2,1,3,"Gd",7,1,"Attchd",2,442,"TA","TA",140,60,0,0
1215,140,90,9900,"Corner","1Story",5,5,1961,1961,"TA","Gd","CBlock","TA","TA","Unf",0,1114,1114,"GasA","TA","Y",1114,0,1114,1,0,1,0,3,"TA",5,0,"Attchd",2,451,"TA","TA",0,0,0,164
281,90,64,6410,"Inside","1Story",4,5,1958,1958,"TA","TA","CBlock","TA","TA","Unf",0,960,960,"GasA","Ex","Y",960,0,960,0,0,1,0,3,"TA",5,0,"None",0,0,"None","None",0,0,0,0
696,66.5,52,5720,"Inside","1.5Fin",5,6,1941,1950,"TA","TA","CBlock","TA","TA","Unf",0,676,676,"GasA","Ex","Y",676,455,1131,0,0,1,1,3,"TA",5,0,"Detchd",1,200,"TA","TA",26,0,0,0
1204,176,0,9900,"Inside","2Story",7,5,1968,1968,"TA","TA","CBlock","TA","TA","BLQ",552,280,832,"GasA","Gd","Y",1098,880,1978,0,0,2,1,4,"TA",9,1,"Attchd",2,486,"TA","TA",0,43,0,0
1767,252,83,10790,"Inside","2Story",7,5,1998,1998,"Gd","TA","PConc","Gd","TA","Unf",0,1066,1066,"GasA","Ex","Y",1108,1277,2385,0,0,2,1,4,"Gd",8,1,"BuiltIn",3,600,"TA","TA",120,38,0,0
2750,224.5,73,9069,"Inside","SFoyer",6,8,1993,1993,"Gd","Gd","PConc","Gd","TA","LwQ",261,0,1344,"GasA","Gd","Y",1440,0,1440,2,0,2,0,2,"Gd",8,0,"Attchd",4,920,"TA","TA",288,0,0,0
1756,175,62,7917,"Inside","2Story",6,5,1999,2000,"TA","TA","PConc","Gd","TA","Unf",0,953,953,"GasA","Ex","Y",953,694,1647,0,0,2,1,3,"TA",7,1,"Attchd",2,460,"TA","TA",0,40,0,0
1135,146,63,13072,"Inside","1Story",6,5,2005,2006,"TA","TA","PConc","Gd","Gd","GLQ",80,1095,1175,"GasA","Ex","Y",1175,0,1175,1,0,1,0,3,"Gd",6,0,"None",0,0,"None","None",0,90,0,0
764,179,60,10800,"Inside","1Story",5,5,1987,1988,"TA","Gd","CBlock","Gd","Gd","GLQ",1200,0,1200,"GasA","TA","Y",1200,0,1200,3,0,3,0,3,"TA",5,0,"None",0,0,"None","None",120,0,0,0
2638,135,60,9600,"Inside","1.5Fin",5,6,1948,1950,"TA","TA","CBlock","TA","TA","Rec",276,936,1212,"GasA","Gd","Y",1226,442,1668,1,0,1,0,3,"TA",6,0,"Detchd",1,240,"TA","TA",0,0,140,0
2122,177.5,105,11249,"Inside","1Story",6,5,1995,1995,"Gd","Gd","PConc","Gd","Gd","ALQ",334,322,1200,"GasA","Ex","Y",1200,0,1200,1,0,2,0,3,"Gd",6,0,"Attchd",2,521,"TA","TA",0,26,0,0
2350,207.5,79,10240,"Inside","1Story",6,6,1980,1980,"TA","Gd","CBlock","Gd","TA","BLQ",625,0,1686,"GasA","TA","Y",1686,0,1686,1,0,2,0,3,"TA",7,1,"Attchd",2,612,"TA","TA",384,131,0,0
1776,213.133,75,9910,"Inside","1Story",7,6,2007,2007,"Gd","TA","PConc","Gd","TA","Unf",0,1369,1369,"GasA","Ex","Y",1369,0,1369,0,0,2,0,3,"Gd",5,0,"Attchd",2,605,"TA","TA",0,203,0,0
1777,260.261,91,11830,"Inside","1Story",8,5,2007,2007,"Gd","TA","PConc","Gd","TA","GLQ",1220,322,1542,"GasA","Ex","Y",1542,0,1542,1,0,2,0,3,"Gd",6,1,"Attchd",3,852,"TA","TA",168,110,0,0
1730,178.9,65,10237,"Inside","2Story",6,5,2005,2007,"Gd","TA","PConc","Gd","TA","Unf",0,783,783,"GasA","Ex","Y",783,701,1484,0,0,2,1,3,"Gd",8,1,"Attchd",2,393,"TA","TA",0,72,0,0
1243,166,80,11900,"Corner","1Story",6,5,1957,1957,"TA","TA","CBlock","TA","TA","Rec",1040,352,1392,"GasA","TA","Y",1392,0,1392,1,0,1,1,3,"TA",6,2,"Attchd",2,458,"TA","TA",0,0,0,192
499,336,98,12203,"Corner","2Story",8,5,1998,1999,"Gd","TA","PConc","Gd","TA","GLQ",854,371,1225,"GasA","Ex","Y",1276,1336,2612,1,0,2,1,4,"Gd",8,1,"Attchd",3,676,"TA","TA",250,0,0,0
1092,217.3,55,7301,"Inside","1Story",7,6,2007,2008,"Gd","TA","PConc","Gd","TA","GLQ",876,474,1350,"GasA","Ex","Y",1358,0,1358,1,0,2,0,2,"Gd",6,1,"Attchd",2,484,"TA","TA",192,26,0,0
1941,153,75,9532,"Inside","1Story",4,6,1953,1953,"TA","TA","CBlock","TA","TA","BLQ",595,156,1105,"GasA","Gd","Y",1647,0,1647,1,0,1,0,3,"TA",6,1,"Attchd",1,280,"TA","TA",225,0,0,0
970,139.5,75,12518,"Inside","1Story",5,7,1968,1968,"TA","TA","CBlock","TA","TA","ALQ",532,476,1008,"GasA","Gd","Y",1008,0,1008,0,0,1,0,3,"Gd",6,0,"Attchd",1,384,"TA","TA",144,0,0,0
742,133,51,6120,"Inside","1.5Fin",4,7,1935,1995,"TA","TA","BrkTil","TA","TA","Unf",0,884,884,"GasA","Ex","Y",989,584,1573,0,0,1,0,3,"Gd",6,0,"Detchd",1,240,"TA","TA",0,0,54,120
95,190,39,3515,"Inside","2Story",7,5,2004,2004,"Gd","TA","PConc","Gd","TA","Unf",0,840,840,"GasA","Ex","Y",840,840,1680,0,0,2,1,2,"Gd",3,0,"Attchd",2,588,"TA","TA",0,111,0,0
1742,172.5,53,3922,"Inside","1Story",7,5,2006,2007,"Gd","TA","PConc","Ex","TA","Unf",0,1258,1258,"GasA","Ex","Y",1258,0,1258,0,0,2,0,2,"Gd",6,1,"Attchd",3,648,"TA","TA",144,16,0,0
166,160,87,10000,"Corner","1Story",6,6,1962,1962,"TA","TA","CBlock","TA","TA","Unf",0,1116,1116,"GasA","TA","Y",1116,0,1116,0,0,1,1,3,"TA",5,0,"Attchd",2,440,"TA","TA",0,0,0,385
135,178,75,11380,"Inside","SFoyer",6,8,1966,2008,"TA","TA","CBlock","TA","TA","GLQ",944,136,1080,"GasA","Gd","Y",1128,0,1128,1,0,1,0,2,"Gd",5,1,"Attchd",1,315,"TA","TA",238,0,0,0
1946,301.6,113,21281,"Inside","2Story",5,4,1935,2007,"TA","TA","BrkTil","TA","Fa","Unf",0,666,666,"GasA","Gd","Y",1308,1778,3086,0,0,3,1,4,"Gd",9,0,"BuiltIn",3,1200,"TA","TA",0,208,290,156
2265,174,42,10331,"CulDSac","1Story",7,7,1985,1985,"TA","TA","CBlock","Gd","TA","ALQ",215,970,1265,"GasA","Gd","Y",1240,0,1240,0,1,2,0,3,"Gd",6,0,"Attchd",2,528,"TA","TA",232,0,0,0
2551,151.5,80,10800,"Inside","1Story",5,7,1960,1960,"TA","TA","CBlock","TA","TA","ALQ",632,616,1248,"GasA","Ex","Y",1248,0,1248,1,0,1,0,3,"TA",6,0,"Attchd",1,286,"TA","TA",0,0,0,0
1841,199.9,35,4274,"Inside","1Story",7,5,2006,2007,"Gd","TA","PConc","Gd","TA","GLQ",1106,135,1241,"GasA","Ex","Y",1241,0,1241,1,0,1,1,1,"Gd",4,0,"Attchd",2,569,"TA","TA",0,116,0,0
161,242,96,11275,"Corner","SLvl",7,7,1967,2007,"Gd","Gd","CBlock","Gd","TA","Unf",0,710,710,"GasA","Ex","Y",1898,1080,2978,0,0,2,1,5,"Gd",11,1,"BuiltIn",2,564,"TA","TA",240,0,0,0
2126,147.9,70,16561,"Inside","1Story",5,5,1996,1996,"TA","TA","PConc","Gd","TA","ALQ",549,548,1097,"GasA","Ex","Y",1097,0,1097,1,0,1,1,3,"TA",6,0,"Attchd",1,242,"TA","TA",306,0,0,0
204,159.9,60,12900,"Inside","2Story",6,8,1912,2009,"Gd","Gd","PConc","TA","TA","Unf",0,780,780,"GasA","Ex","Y",780,780,1560,0,0,1,1,3,"Gd",7,0,"None",0,0,"None","None",344,0,0,168
387,235,0,8470,"Corner","2Story",8,5,2002,2002,"Gd","TA","PConc","Gd","TA","GLQ",225,471,972,"GasA","Ex","Y",972,839,1811,0,0,2,1,3,"Gd",7,1,"Attchd",2,565,"TA","TA",225,48,0,0
2902,369.9,88,11443,"Inside","1Story",8,5,2005,2006,"Gd","TA","PConc","Ex","TA","GLQ",1460,408,1868,"GasA","Ex","Y",2028,0,2028,1,0,2,0,2,"Gd",7,2,"Attchd",3,880,"TA","TA",326,66,0,0
2712,142.5,75,9000,"Corner","1Story",5,6,1966,1966,"TA","TA","CBlock","TA","TA","ALQ",773,286,1059,"GasA","Gd","Y",1059,0,1059,1,0,1,0,3,"TA",6,0,"Attchd",1,286,"TA","TA",0,88,0,0
550,184,70,9109,"Inside","2Story",7,5,1994,1994,"Gd","TA","PConc","Gd","TA","LwQ",36,122,754,"GasA","Ex","Y",754,786,1540,1,0,2,1,3,"Gd",6,0,"Attchd",2,495,"TA","TA",140,32,0,0
85,148,88,11782,"Inside","SFoyer",5,7,1961,1995,"TA","TA","CBlock","TA","TA","ALQ",899,210,1109,"GasA","TA","Y",1155,0,1155,1,0,1,0,3,"Gd",6,0,"Detchd",2,576,"TA","TA",192,0,0,0
428,398.8,95,12350,"Inside","2Story",9,5,2009,2009,"Gd","TA","PConc","Ex","TA","GLQ",986,379,1365,"GasA","Ex","Y",1365,1325,2690,1,0,2,1,3,"Ex",8,1,"Attchd",3,864,"TA","TA",0,197,0,0
2096,220,75,9317,"Inside","2Story",7,5,1994,2001,"Gd","Gd","PConc","Gd","Gd","GLQ",497,282,779,"GasA","Ex","Y",1029,929,1958,1,0,2,1,3,"Gd",7,1,"Attchd",2,499,"TA","TA",202,93,0,0
100,222,0,4403,"Inside","1Story",7,5,2009,2009,"Ex","TA","PConc","Ex","TA","GLQ",578,892,1470,"GasA","Ex","Y",1478,0,1478,1,0,2,1,2,"Gd",7,1,"Attchd",2,484,"TA","TA",0,144,0,0
